,funds,link,location,title
578,"
$710 raised of $10,000                    ",https://www.gofundme.com/funeral-services-for-mom-janet-seiferheld,"Mooers, NY","Funeral services for Mom, Janet Seiferheld"
579,"
$2,178 raised of $3,000                    ",https://www.gofundme.com/CPAC2014,"Sarasota, FL",Send Us To CPAC
580,"
$1,000 raised of $1.0M                    ",https://www.gofundme.com/a-new-enhanced-standard-of-care-for-maternal-and,"Vancouver, WA",A New (enhanced) Standard of Care for Maternal and
581,"
$2,350 raised of $538,200                    ",https://www.gofundme.com/aad47o,"New Castle, DE",Draft Kevin Wade US Senate - $100 Donors
582,"
$95 raised of $500                    ",https://www.gofundme.com/help-for-keyla,"Albemarle, NC",Help for Keyla
583,"
$1,770 raised of $1,000                    ",https://www.gofundme.com/MeyersForUtah,"Saint George, UT",Meyers for Congress Money Bomb
584,"
$125 raised of $10,000                    ",https://www.gofundme.com/help-my-pregnant-baby-sister,"Nashua, NH",HELP MY BABY SISTER
585,"
$2,101 raised of $25,000                    ",https://www.gofundme.com/vote4skelley,"Johnstown, PA",John Skelley for Commissioner
586,"
$205 raised of $10,000                    ",https://www.gofundme.com/help-progressive-democrats-win,"Lake George, MI",Help Progressive Democrats Win
587,"
$165 raised of $100,000                    ",https://www.gofundme.com/bridgethegapusa,"Las Vegas, NV",Bridge The Gap USA
588,"
$105 raised of $600                    ",https://www.gofundme.com/blip-blilboards-for-tulsi2020,"Chicago, IL",Blip Blilboards for #Tulsi2020
589,"
$690 raised of $4,500                    ",https://www.gofundme.com/usawrestle,"Cumming, GA",Wrestling for Life and Country - Go USA!
590,"
$570 raised of $500                    ",https://www.gofundme.com/wucr-911-memorial,"Topeka, KS",WUCR 9/11 Project
591,"
$35 raised of $100,000                    ",https://www.gofundme.com/stand-up-for-the-unborn,"Irmo, SC",Stand up for the unborn
592,"
$665 raised of $12,500                    ",https://www.gofundme.com/save-protilius-by-sponsoring-an-anti-politics-lp,"Myrtle Bank, SA",Help finance an anti politics LP to build a studio
593,"
$1,925 raised of $3,000                    ",https://www.gofundme.com/HelpChrisCarAteHisWallet,"West Hartford, CT","Help! Car Ate Wallet, Need New One"
594,"
$1,155 raised of $1,092                    ",https://www.gofundme.com/democrats-abroad-voting-workshop-1019costa-rica,"Chapala Centro, JAL","Trip to Attend Voting Workshop, Costa Rica"
595,"
$600 raised of $5,000                    ",https://www.gofundme.com/help-get-cfcr-to-cpac,"Denver, CO",Help Get CFCR to CPAC!
596,"
$1,826 raised of $15,000                    ",https://www.gofundme.com/miss-america-docu-series-pilot,"Los Angeles, CA",Miss America - Proof of Content
597,"
$605 raised of $997                    ",https://www.gofundme.com/publiustotlc,"Richmond, VA",Publius to Leadership Conference
598,"
$830 raised of $5,000                    ",https://www.gofundme.com/thepeoplesconventionorg-workshop,"Sedona, AZ",ThePeoplesConvention.org  Workshops
599,"
$1,985 raised of $3,480                    ",https://www.gofundme.com/97xszwfw, ,Connor Price for National Delegate
600,"
$110 raised of $250,000                    ",https://www.gofundme.com/welcome-movement,"Maywood, NJ",Welcome Movement
601,"
$2,240 raised of $4,000                    ",https://www.gofundme.com/RasmussenPennsylvania,"Asbury Park, NJ",2018 Pennsylvania Midterm Election
602,"
$425 raised of $880                    ",https://www.gofundme.com/help-floridian-felon-erica-racz-regain-her-vote,"Mc Farland, WI",Help Floridian ExFelon Erica Racz Regain Her Vote!
603,"
$350 raised of $1,000                    ",https://www.gofundme.com/barnhurst-news,"Gilsum, NH",Barnhurst News
604,"
$160 raised of $150,000                    ",https://www.gofundme.com/freedom-of-speech-is-under-attack,"New York, NY",Freedom of Speech is Under Attack
605,"
$20 raised of $2,000                    ",https://www.gofundme.com/help-mark039s-fight-for-justice,"Bronx, NY",Help Mark's Fight for Justice
606,"
$1,725 raised of $1,600                    ",https://www.gofundme.com/MarisaservesHaitiDR,"Alameda, CA",Chiro Mission Trip-Haiti & DR!
607,"
$860 raised of $100,000                    ",https://www.gofundme.com/cecil-b-quotburtquot-jones-for-the-us-congress,"San Antonio, TX","Cecil B. ""Burt"" Jones for the US Congress"
608,"
$120 raised of $30.0M                    ",https://www.gofundme.com/help-immigrants-kids-to-find-homes,"Los Angeles, CA","Supply Tents,food,Lawyers etc for Immigrants in SB"
609,"
$198 raised of $500                    ",https://www.gofundme.com/dnc-watch-in-dc,"Edmond, WV",DNC Watch in DC
610,"
$290 raised of $4,000                    ",https://www.gofundme.com/finish-brill-building-movie,"Las Vegas, NM",Finish Brill Building Movie
611,"
$40 raised of $2.5M                    ",https://www.gofundme.com/people-affected-by-the-government-shut-down,"Marlton, NJ",People Affected By The Government Shut Down
612,"
$25 raised of $35                    ",https://www.gofundme.com/maga-hat-for-college-student,"Chicago, IL",MAGA Hat for College Student
613,"
$200 raised of $100.0M                    ",https://www.gofundme.com/going-to-iowa-for-vanlandingham2020,"Cleveland, OH",Landingham For President 2020. We The People...
614,"
$250 raised of $200                    ",https://www.gofundme.com/dfcrcpac19,"Newark, DE",DFCR to CPAC 2019
615,"
$105 raised of $1,000                    ",https://www.gofundme.com/sjq369-flint-water-crisis,"Traverse City, MI",Flint Water Crisis
616,"
$600 raised of $1.0M                    ",https://www.gofundme.com/q39ge-we-the-people-won039t-fund-the-wall,"Atlanta, GA",We The People Choose LEGO Bridges
617,"
$20 raised of $25                    ",https://www.gofundme.com/marines-veteran-wedding-funds,"San Antonio, TX",The bride tribe
618,"
$690 raised of $1.0M                    ",https://www.gofundme.com/we-the-people-will-fund-the-fight-against-poverty,"Brooklyn, NY",We The People Will Fund The Fight Against Poverty
619,"
$264 raised of $25,000                    ",https://www.gofundme.com/save-conservative-news,"Dallas, GA",Save Conservative News
620,"
$165 raised of $1,000                    ",https://www.gofundme.com/family-and-friends-of-federal-employees,"Richmond, VA",Family and Friends of Federal Employees
621,"
$20 raised of $6,000                    ",https://www.gofundme.com/trump-wagon,"Coalmont, TN",Trump Wagon
622,"
$880 raised of $5,000                    ",https://www.gofundme.com/david039s-medical-procedure,"Altus, OK",David's medical procedure
623,"
$1,000 raised of $3,000                    ",https://www.gofundme.com/tomilahrenatbentleyuniversity,"Waltham, MA",Bring Tomi Lahren to Bentley University
624,"
$121 raised of $5,000                    ",https://www.gofundme.com/defeat-the-hijackers-restore-america,"Grand Blanc, MI","My Book, Hijacking America"
625,"
$46 raised of $500                    ",https://www.gofundme.com/6nxjb3c,"Brookline, MA",Bipartisanship Through Books
626,"
$150 raised of $1,800                    ",https://www.gofundme.com/6n3dpw-retina-detachment-surgery,"Manchester, TN",Retina Detachment Surgery
627,"
$165 raised of $500                    ",https://www.gofundme.com/teen-student-action-summit,"New Market, VA",Teen Student Action Summit - TurningPointUSA
628,"
$20 raised of $3,500                    ",https://www.gofundme.com/9p4udx-funeral-expenses,"Cynthiana, KY",Funeral expenses
629,"
$15 raised of $15                    ",https://www.gofundme.com/cojones-for-mcconnel,"Charlotte, NC",Balling Mitch
630,"
$25 raised of $5.0M                    ",https://www.gofundme.com/fund-to-oust-mitch-mcconnell,"Wilmington, MA",Fund to OUST MITCH MCCONNELL-GIVE a BUCK
631,"
$90 raised of $10,000                    ",https://www.gofundme.com/1mx8zlh9o0,"Longmont, CO",In the Sunshine of Your Love
632,"
$50 raised of $500                    ",https://www.gofundme.com/moving-forward-after-kavanaugh,"College Park, MD",Moving Forward after Kavanaugh
633,"
$185 raised of $6,400                    ",https://www.gofundme.com/lakota-family-shutdown-emergency-fund,"New York, NY",Michael Lakota's Shutdown Emergency Fund
634,"
$25 raised of $1,800                    ",https://www.gofundme.com/e7j73z-women039s-campaign-school-at-yale-tuition,"Hagaman, NY",Women's Campaign School at Yale Tuition
635,"
$2,300 raised of $400,000                    ",https://www.gofundme.com/2s7fdwks,"Miami, FL",AGA MARCH FOR JOBS 2016!
636,"
$1,080 raised of $1,000                    ",https://www.gofundme.com/help-bryan-lopes,"New York, NY",Help bryan lopes
637,"
$300 raised of $25,000                    ",https://www.gofundme.com/insight-media-for-positive-change,"Astoria, NY","INSIGHT, media for positive change."
638,"
$1,625 raised of $50,000                    ",https://www.gofundme.com/We-The-People-Fight-Back,"Ramona, CA",We The People Fight Back
639,"
$25 raised of $250,000                    ",https://www.gofundme.com/jeff-vermeire-for-pa-state-senate,"Carnegie, PA",Jeff Vermeire for PA State Senate
640,"
$50 raised of $2,000                    ",https://www.gofundme.com/please-rebekkah-relocate-unjust-situation,"Peoria, AZ",Please help Rebekkah relocate.  Unjust situation!
641,"
$20 raised of $4,000                    ",https://www.gofundme.com/help-jake-go-to-dc,"Tacoma, WA",Get Jacob to D.C.
642,"
$20 raised of $5,000                    ",https://www.gofundme.com/help-save-the-miller039s-family-home,"Lincoln, NE",HELP SAVE THE MILLER'S FAMILY HOME
643,"
$7 raised of $1                    ",https://www.gofundme.com/fund-xuucon-industries,"Louisville, KY",Fund Xuucon Industries
644,"
$30 raised of $3,000                    ",https://www.gofundme.com/6ephc68,"Liberty, MO","Help Haley Intern in Washington, D.C."
645,"
$110 raised of $25,000                    ",https://www.gofundme.com/krewm-help-me-leave-america,"Austin, TX",Help Bad Hombre Leave America
646,"
$25 raised of $1,800                    ",https://www.gofundme.com/paradise-lost-california-wildfire-fund,"Bronx, NY",Paradise Lost - California Wildfire Fund
647,"
$85 raised of $20,000                    ",https://www.gofundme.com/the-painful-journey-to,"Reedsport, OR",The painful Journey to live a Dream
648,"
$200 raised of $25,000                    ",https://www.gofundme.com/satirical-trump-paintings,"Oakland, CA",Satirical Trump Paintings
649,"
$60 raised of $100,000                    ",https://www.gofundme.com/gop-for-aoc,"Washington, DC",GOP for AOC!
650,"
€20 raised of €950                    ",https://www.gofundme.com/oglach-michael-tobin-memorial-plaque, ,Óglach Michael Tobin Memorial Plaque
651,"
$13 raised of $1,800                    ",https://www.gofundme.com/medical-mission-ttbm-dominican-republic-2019,"Philadelphia, PA",Medical Mission - TTBM Dominican Republic 2019
652,"
$100 raised of $2,500                    ",https://www.gofundme.com/the-peace-show-los-angeles,"North Hollywood, CA",The Peace (Art) Show Los Angeles
653,"
$25 raised of $1,000                    ",https://www.gofundme.com/shutdown-help-me-eat,"Charlotte, NC",Still Healing....After Shutdown
654,"
$50 raised of $2,000                    ",https://www.gofundme.com/kgrdk2-start-up,"Los Lunas, NM",Start up
655,"
$100 raised of $10,000                    ",https://www.gofundme.com/help-the-homeless-instead-of-the-wall,"Ozark, AL",Help the Homeless instead of the Wall
656,"
$20 raised of $10.0M                    ",https://www.gofundme.com/Investigate-Congress,"Andover, KS",Investigate Congress
657,"
$100 raised of $3,000                    ",https://www.gofundme.com/desperate-and-afraid-amid-federal-shutdown,"Miami, FL","AMID FEDERAL SHUTDOWN, HELP ME, HELP OTHERS"
658,"
$10 raised of $10,000                    ",https://www.gofundme.com/10000-retainer-for-help-to-sue-amp-end-flat-earth,"Oxford, MS",Help Put The Flat Earth Movement On Trial
659,"
$1,300 raised of $9,701                    ",https://www.gofundme.com/recall-petition,"Summerville, GA",Recall Petition
660,"
$100 raised of $25,000                    ",https://www.gofundme.com/trueindependence,"Oakland, CA",True Independence Non Profit
661,"
$110 raised of $3,800                    ",https://www.gofundme.com/no-politics-just-life,"Carrollton, TX",No Politics Just Life
662,"
$50 raised of $200,000                    ",https://www.gofundme.com/support-justin-amash039s-courage,"Anoka, MN",HELP JUSTIN AMASH HOLD PRES. TRUMP ACCOUNTABLE
663,"
$50 raised of $400,000                    ",https://www.gofundme.com/consent-of-the-governed-rock-your-rights-america,"Ozawkie, KS",Consent of the Governed - Rock Your Rights America
664,"
$2,705 raised of $1,750                    ",https://www.gofundme.com/freddiedeboer,"Lafayette, IN",Christmas Funding Drive
665,"
$1,575 raised of $10,000                    ",https://www.gofundme.com/anthony-beckman-fundraiser-class-468,"Evanston, IL",Anthony Beckman Fundraiser (Class #468)
666,"
$2,915 raised of $4,000                    ",https://www.gofundme.com/GLAPeruLumay,"Houston, TX",GLA Service in the Sacred Valley
667,"
$1,575 raised of $5,000                    ",https://www.gofundme.com/Adriana-fight-for-her-life,"Naperville, IL",Adriana at a chance to live
668,"
$5,300 raised of $25,000                    ",https://www.gofundme.com/new-jeep-for-lynn-yeargain,"Argyle, TX",New Jeep for Lynn Yeargain
669,"
$1,087 raised of $1,000                    ",https://www.gofundme.com/aaronjcarpenter,"Marysville, OH",Marysville City Council - Ward One
670,"
$718 raised of $700                    ",https://www.gofundme.com/legal-expenses-for-challenging-duke-energy,"Fairview, NC",Legal expenses for challenging Duke Energy
671,"
$410 raised of $1,000                    ",https://www.gofundme.com/help-rnhaca-and-lmf-recall-gavin-newsom,"Santa Clarita, CA",Help RNHA-CA and LMF Recall Gavin Newsom!
672,"
$875 raised of $2,000                    ",https://www.gofundme.com/siena-chacon-miss-sjc-teen-usa-california,"San Juan Capistrano, CA",Siena Chacon Miss SJC Teen USA - California
673,"
$1,015 raised of $40,000                    ",https://www.gofundme.com/the-revolution-will-be-televised-2019,"Los Angeles, CA",The Revolution WILL Be Televised
674,"
€635 raised of €1,000                    ",https://www.gofundme.com/shanehogan-aontu, ,Shane Hogan - Aontú Candidate Political Campaign
675,"
$400 raised of $10,000                    ",https://www.gofundme.com/willysfight,"Green Bay, WI","Willy, (the Trump 2020 Car Guy) Kickin Cancers Ass"
676,"
$255 raised of $750                    ",https://www.gofundme.com/texas-house-filing-fee,"Irving, TX",Texas House Filing Fee
677,"
$640 raised of $10,000                    ",https://www.gofundme.com/support-for-james-quotjimquot-craven-and-family,"Vancouver, WA","Support For James ""Jim"" Craven and Family"
678,"
$340 raised of $325                    ",https://www.gofundme.com/wedding-gift-for-yr-chair-hayden,"Round Rock, TX",Wedding Gift For YR Chair Hayden
679,"
£170 raised of £1,000                    ",https://www.gofundme.com/labour-for-a-republic-at-conference-2019,"London, Greater London, United Kingdom",Labour for a Republic at Conference 2019
680,"
$1,060 raised of $5,000                    ",https://www.gofundme.com/interfaith-classroom,"Reseda, CA",Interfaith Classroom
681,"
€500 raised of €500                    ",https://www.gofundme.com/anti-internment-munster-fundraiser, ,Anti Internment Munster Fundraiser
682,"
$275 raised of $10,000                    ",https://www.gofundme.com/whitehead-4-kootenai-co-sheriff,"Post Falls, ID",Whitehead 4 Kootenai Co SHERIFF
683,"
$553 raised of $900                    ",https://www.gofundme.com/handicapped-adult-needs-help-getting-home,"Orlando, FL",Handicapped Adult needs help getting HOME
684,"
$600 raised of $4,000                    ",https://www.gofundme.com/pharms-a-short-film,"San Francisco, CA",Pharms - A Short Film
685,"
$300 raised of $2,000                    ",https://www.gofundme.com/tom-george-for-evans-town-council,"Derby, NY",Tom George for Evans Town Council
686,"
$130 raised of $2,020                    ",https://www.gofundme.com/nov8reelection,"Trenton, NJ",Nov8Reelection
687,"
$300 raised of $25,000                    ",https://www.gofundme.com/truckin4trump,"Platte City, MO",2020 Truckin' for TRUMP
688,"
$300 raised of $3,000                    ",https://www.gofundme.com/1planet-climate-champions-fund,"Alexandria, VA",1Planet Climate Champions Fund
689,"
$250 raised of $2,000                    ",https://www.gofundme.com/chicago-city-latino-caucus-leadership-academy,"Chicago, IL",Chicago Latino Caucus Foundation
690,"
$135 raised of $5,000                    ",https://www.gofundme.com/bill-switalla039s-lawyer-fund,"Wittenberg, WI",Bill Switalla's Lawyer Fund
691,"
$100 raised of $10,000                    ",https://www.gofundme.com/1sf6q6oa40,"Baldwin, NY",Escuela Misionera BWOT Honduras
692,"
$230 raised of $1,000                    ",https://www.gofundme.com/help-disabled-ga-taken-away-and-struggling,"Mckeesport, PA",help! Disabled GA taken away and struggling
693,"
$200 raised of $316,000                    ",https://www.gofundme.com/clean-all-veteran-headstones-by-memorial-day-2020,"Fort Myers, FL",Clean All Veteran Headstones by Memorial Day 2020
694,"
$200 raised of $550                    ",https://www.gofundme.com/blue-missions-trip-to-dominican-republic,"Miami, FL",BLUE Missions Trip to Dominican Republic
695,"
$150 raised of $100,000                    ",https://www.gofundme.com/maggiemayfortexas2022,"Dallas, TX",Maggie May for Texas State Representative 2020
696,"
$150 raised of $10,000                    ",https://www.gofundme.com/refund-039jim-crow039-florida-poll-tax,"San Francisco, CA",Refund 'Jim Crow' Florida poll tax
697,"
$125 raised of $2,000                    ",https://www.gofundme.com/fighting-fo-rights-of-children-in-detention-center,"Rochester, NY",Fighting fo rights of children in detention center
698,"
$115 raised of $10,000                    ",https://www.gofundme.com/steven-crowder-at-washburn-university,"Topeka, KS",Steven Crowder at Washburn University
699,"
$110 raised of $400                    ",https://www.gofundme.com/911-memorial-at-washburn-university,"Topeka, KS",9/11 Memorial at Washburn University
700,"
$105 raised of $1,500                    ",https://www.gofundme.com/6t4z668,"College Station, TX",Wine To Water
701,"
$105 raised of $10,000                    ",https://www.gofundme.com/blexittexascom,"Houston, TX",BlexitTexas.com
702,"
$55 raised of $297                    ",https://www.gofundme.com/help-me-fund-my-dissertation-research,"Pittsburgh, PA",Help fund my dissertation research!
703,"
$50 raised of $1,000                    ",https://www.gofundme.com/supplies-for-detained-immigrants-on-the-border,"Chatsworth, CA",Supplies for detained immigrants on the border
704,"
$45 raised of $14,000                    ",https://www.gofundme.com/america039s-sculptor,"Jamestown, NY",An Afro Republic
705,"
$40 raised of $150,000                    ",https://www.gofundme.com/wm-dave-martin-city-council-al-3,"Houston, TX","Wm ""Dave"" Martin Houston City Council AL #3"
706,"
$40 raised of $15,000                    ",https://www.gofundme.com/kp4mjk-my-life,"Frankfort, KY",My Life
707,"
$32 raised of $1,000                    ",https://www.gofundme.com/6y4w5p-washington-dc-trip,"Collinsville, OK",Journalist Trip to Washington D.C.
708,"
$30 raised of $300                    ",https://www.gofundme.com/balloons-for-saint-patrick039s-day-parade-march-16,"Cincinnati, OH",Balloons for Saint Patrick's Day Parade March 16
709,"
$20 raised of $5.0M                    ",https://www.gofundme.com/3keg2-i-like-money,"Waco, TX",I like money
710,"
$10 raised of $50,000                    ",https://www.gofundme.com/Revoke-RealID-Act,"Tulsa, OK",REVOKE REAL ID
711,"
$10 raised of $10,000                    ",https://www.gofundme.com/IntelligentIdiot,"Richmond, VA",Intelligent Idiot Needs Your Help
712,"
$10 raised of $10,000                    ",https://www.gofundme.com/gary-oldman-amp-sam-rockwell-movie,"Phoenix, AZ",Gary Oldman & Sam Rockwell Movie
713,"
$500 raised of $7,000                    ",https://www.gofundme.com/making-college-possible-for-my-kids,"Woodbine, MD",Tiny Home = Kids in College
714,"
$200 raised of $1,200                    ",https://www.gofundme.com/1nqdn5g800,"Pearl River, LA",Brianne Parker's Washington DC Trip
715,"
$100 raised of $10.0M                    ",https://www.gofundme.com/class-action-lawsuit-against-nancy-pelosidemparty,"Mulberry, FL",Class action lawsuit against Nancy Pelosi/DemParty
716,"
$100 raised of $100.0M                    ",https://www.gofundme.com/5nbcg-border-wall,"Greensboro, NC",ACT NOW!  American Patriots Border Wall Initiative
717,"
$100 raised of $12,700                    ",https://www.gofundme.com/bob-jones-for-mayor-of-city-of-lawrence,"Indianapolis, IN",Bob Jones for Mayor of City of Lawrence
718,"
$100 raised of $250,000                    ",https://www.gofundme.com/notlob-itna-anti-bolton,"Chicago, IL",NOTLOB ITNA! Remove John Bolton from Government
719,"
$90 raised of $150.0M                    ",https://www.gofundme.com/no-more-squad,"Philadelphia, PA",No More Squad
720,"
$60 raised of $5,000                    ",https://www.gofundme.com/theamericanwayfilm,"San Antonio, TX","""The American Way"" Project for National Unity"
721,"
$50 raised of $1,000                    ",https://www.gofundme.com/a-democrat-for-amash,"Omaha, NE",A Democrat for Amash
722,"
$50 raised of $600                    ",https://www.gofundme.com/immigration-conference,"Upland, CA",Catholic Immigration Integration Conference
723,"
$45 raised of $10,000                    ",https://www.gofundme.com/vandalization-of-american-dream,"Las Vegas, NV",Vandalization of american dream
724,"
$45 raised of $2,000                    ",https://www.gofundme.com/event-scholarship-for-patriotic-youth,"Montclair, NJ",Event Scholarship for Patriotic Youth
725,"
$40 raised of $50,000                    ",https://www.gofundme.com/catalina-lauf,"Lindenhurst, NY",Catalina Lauf
726,"
$30 raised of $19,999                    ",https://www.gofundme.com/jussie-smollett-book-the-complete-story,"Walnut, CA",Book Publishing: www.WhiteHatRevolution.com
727,"
$30 raised of $8,000                    ",https://www.gofundme.com/bail-fund-action-against-intolerance-wv-capitol,"Charleston, WV",Bail fund: Action against intolerance @WV  Capitol
728,"
$25 raised of $1,000                    ",https://www.gofundme.com/1tbfksk600,"Spokane, WA",Help Venezuelan Refugee Families Reunite&Get Visas
729,"
$25 raised of $275                    ",https://www.gofundme.com/im-tryna-buy-an-ad-for-yearbook-itll-be-fried,"Indianapolis, IN",Birds Aren’t Real Awareness
730,"
$25 raised of $100,000                    ",https://www.gofundme.com/independent-presidential-bid,"Oklahoma City, OK",Independent Presidential Bid
731,"
$25 raised of $300,000                    ",https://www.gofundme.com/minority-outreach-amp-engagement,"Hollywood, FL",Minority Outreach & Engagement
732,"
$25 raised of $1.0M                    ",https://www.gofundme.com/trump-repeat-2020,"Washington, DC",Trump 2020 Fundraiser
733,"
$20 raised of $99.0M                    ",https://www.gofundme.com/art96z-stop-trump-wall,"Saint Petersburg, FL",Stop Trump Wall
734,"
$20 raised of $5,000                    ",https://www.gofundme.com/i-need-my-political-campaign-truck-overhauled,"Green Cove Springs, FL",I need my political campaign truck overhauled.
735,"
$18 raised of $10,000                    ",https://www.gofundme.com/save-pine-ridge-reservation,"Livingston Manor, NY",Save Pine Ridge reservation
736,"
$12 raised of $420                    ",https://www.gofundme.com/the-green-new-deal,"Cincinnati, OH",The Green New Deal
737,"
$10 raised of $500,000                    ",https://www.gofundme.com/mczjhtbn,"Centreville, VA",Increase awareness for H-1B visa
738,"
$10 raised of $500,000                    ",https://www.gofundme.com/prove-socialism-won039t-work,"Kennesaw, GA",Prove Socialism won't work
739,"
$10 raised of $500                    ",https://www.gofundme.com/american-workers-association-nonprofit-startup,"Liberty, MO",American Workers Association nonprofit startup
740,"
$10 raised of $6,000                    ",https://www.gofundme.com/OregonSenatorsDitchWorkCanI,"Bel Air, MD",Oregon senators choose to ditch work...Can I?
741,"
$10 raised of $20,000                    ",https://www.gofundme.com/wallsarebad,"Arlington, VA",We the People Won't Fund a Wall
742,"
$9 raised of $20.0M                    ",https://www.gofundme.com/nonamericans-can-help-stop-trump039s-agenda,"Saltillo, MS",Non-Americans Can Help Stop Trump's Agenda
743,"
$7 raised of $250                    ",https://www.gofundme.com/tellNC09voters,"Newton Center, MA",Let NC09 voters know they have more options!
744,"
$5 raised of $5,000                    ",https://www.gofundme.com/america-for-us-all-amaru-ra-for-president-2020,"Dallas, TX",America for us all: Amaru Ra for President 2020
745,"
$5 raised of $1,760                    ",https://www.gofundme.com/michael-soetaert-congress,"Council Grove, KS",Michael Soetaert Congress KS michael-soetaert-2020
746,"
$5 raised of $50,000                    ",https://www.gofundme.com/no-charges-he-went-to-jail-anyway,"Lombard, IL","No Charges, He Went To Jail Anyway"
747,"
$5 raised of $5,000                    ",https://www.gofundme.com/help-the-owner-of-trumpville,"Yucca Valley, CA",Help the Owner of Trumpville
748,"
$0 raised of $3,000                    ",https://www.gofundme.com/bring-trump-baby-balloon-to-colorado-springs,"Denver, CO",Bring Trump Baby Balloon to Colorado Springs
749,"
$0 raised of $1,000                    ",https://www.gofundme.com/government-shutdown-fundraiser,"Chandler, AZ",Government Shutdown Fundraiser
750,"
$0 raised of $100                    ",https://www.gofundme.com/wall-around-trump,"Chicago, IL",BUILD A WALL AROUND TRUMP
751,"
$0 raised of $1                    ",https://www.gofundme.com/VERNONBALMERJR,"Honolulu, HI",1$ FROM EVERYBODY: Why I'm homeless
752,"
$0 raised of $10,000                    ",https://www.gofundme.com/justice-for-rosario-hernandez,"Phoenix, AZ",JUSTICE FOR ROSARIO HERNANDEZ
753,"
$0 raised of $1,000                    ",https://www.gofundme.com/unt-college-gop-fundraiser,"Denton, TX",UNT College GOP Fundraiser
754,"
$0 raised of $500.0M                    ",https://www.gofundme.com/jd5mf-veterans,"Stephenson, VA",Veterans
755,"
$0 raised of $55.0M                    ",https://www.gofundme.com/give-flint-michigan-drinkable-water, ,Give Flint Michigan Drinkable Water
756,"
$0 raised of $50,000                    ",https://www.gofundme.com/real-deal-tar-heels-will-dump-trump-in-2020,"Greensboro, NC",Real Deal Tar Heels Will Dump Trump in 2020
757,"
$0 raised of $500                    ",https://www.gofundme.com/fruit-baskets-to-senate-candidates,"Los Angeles, CA",Fruit Baskets to Flip the Senate
758,"
$0 raised of $100,000                    ",https://www.gofundme.com/challenge-45,"Belchertown, MA",Challenge #45
759,"
$0 raised of $4.0M                    ",https://www.gofundme.com/t3487t-immigration-help,"Loxahatchee, FL",Immigration Help
760,"
$0 raised of $100,000                    ",https://www.gofundme.com/tfqj9-campaign-funds,"Honesdale, PA",Campaign Funds
761,"
$0 raised of $25,000                    ",https://www.gofundme.com/bring-intellectual-diversity-to-umaine,"Orono, ME",Bring Intellectual Diversity to UMAINE
762,"
$0 raised of $100.0M                    ",https://www.gofundme.com/a-new-border-wall,"Frisco, TX",A new border wall
763,"
$0 raised of $10,000                    ",https://www.gofundme.com/A-fair-tax-plan-for-America,"Phoenix, AZ",a new tax plan for America
764,"
$0 raised of $100,000                    ",https://www.gofundme.com/let039s-not-build-a-wall,"Fort Erie, ON",Let's NOT build a Wall
765,"
$0 raised of $3,440                    ",https://www.gofundme.com/help-stop-trump-within-six-months,"San Francisco, CA",Help Stop Trump Within Six Months
766,"
$0 raised of $1.0B                    ",https://www.gofundme.com/educationgofundmewar,"Pittsburgh, PA",FUNDING EDUCATION! GOFUNDME WAR! (LIBERAL SIDE)
767,"
$0 raised of $4.2M                    ",https://www.gofundme.com/research-to-reduce-gun-violence,"Joliet, IL",Research to reduce gun violence
768,"
$0 raised of $50,000                    ",https://www.gofundme.com/back-to-the-future-to-the-american-dream,"Bothell, WA",Back to the FUTURE to the AMERICAN DREAM©
769,"
$0 raised of $50,000                    ",https://www.gofundme.com/1p4zct8nlc,"Danville, AR",Trump 2020 Campaign
770,"
$0 raised of $2,500                    ",https://www.gofundme.com/powell-media-the-expansion,"Lock Haven, PA",Powell Media: The Expansion
771,"
$0 raised of $900,000                    ",https://www.gofundme.com/unitedstatesofamericaorg,"Interlachen, FL",United States of America
772,"
$0 raised of $20,000                    ",https://www.gofundme.com/Go-Fund-Me-New-Mexico-Assembly, ,New Mexico Assembly
773,"
$0 raised of $25,000                    ",https://www.gofundme.com/vote-dawkins-2020,"Southport, NC",Vote Dawkins 2020
774,"
$0 raised of $10.0M                    ",https://www.gofundme.com/save-the-cows-with-beano,"Chattanooga, TN",Save The Cows With Beano.
775,"
$0 raised of $1,000                    ",https://www.gofundme.com/democratic-capitalistsocialist-party-of-america,"Chicago, IL",Democratic Capitalist/Socialist Party of America
776,"
$0 raised of $500,000                    ",https://www.gofundme.com/fight-for-cbd-legalization,"Mansfield, TX",FIGHT for CBD Legalization
777,"
$0 raised of $150,000                    ",https://www.gofundme.com/legal-wisconsin-medical-amp-recreational-marijuana,"Beloit, WI",Travel expenses for GOP members to Las Vegas
778,"
$0 raised of $1,000                    ",https://www.gofundme.com/ayk5f-we-need-your-help,"Elizabethtown, NY",We need your help!
779,"
$0 raised of $10,000                    ",https://www.gofundme.com/tittas-for-christ,"Wheeling, WV",Tit-Tas for Christ
780,"
$0 raised of $400                    ",https://www.gofundme.com/rogers-rental-car-fun,"Chico, CA",Rogers Rental Car Fund
781,"
$0 raised of $1.0B                    ",https://www.gofundme.com/end-student-debt-now,"Chelsea, MI",End Student Debt Now
782,"
$0 raised of $5.0M                    ",https://www.gofundme.com/artkidney,"Orange Park, FL",Artificial Kidney Research Funding
783,"
$0 raised of $100,000                    ",https://www.gofundme.com/mississippimiracle,"Brooklyn, NY",#MississippiMiracle
